id,slug,sources,verdict_mini,confidence_mini,verdict_4o,confidence_4o,final_verdict,unsupported_count,contradicted_count,reasoning,wiki_url,ol_id
10306,historical-materialism-history-of-social-expansion,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10307,unite-together-and-give-johnson-a-frontal-assault,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10305,biography-of-worlds-greatest-soviet-writer,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10308,book-keeping,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10310,the-people-of-south-vietnam-must-win-the-american-troops-must-lose,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10309,sun-shines-on-the-sanghai-river,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10311,briefcourse-of-chinese-history,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10312,sing-together,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10314,letter-to-the-public-a-strong-protest-to-the-alliance-government-against-the-shooting-of-comrade-ong-chong-of-our-party-to-death,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10315,brief-course-of-chinese-history,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10317,aid-vietnam-resist-america,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10316,where-can-the-k-m-t-spies-go,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10318,brief-history-of-social-development,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10321,bulgaria,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10319,how-to-make-general-summary-on-works,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10322,sun-wah-monthly,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10323,rang-undang-undang-bahasa-kebangsaan-menuju-ke-arah-penggunaan-berbilang-bahasa-ke-mana-arah-tujuan-bahasa-melayu,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10325,how-to-think-correctly,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10326,ketetapan-rang-undang-undang-bahasa-kebangsaan-1967,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10327,business-management-professional-training,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10320,national-hero-nguyen-van-troi,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10329,suprise-attack-news,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10330,interesting-affairs-of-human-upon-human,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10332,i-got-chiang-kai-shek-alive,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10333,strange-loves-of-beautiful-ladies,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10324,burma,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10336,lustful-dreams,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10337,wong-chung-nams-expedition,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10335,tai-chung-po,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10338,sex-mirror,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10334,capitalism,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10341,introducing-communist-leaders-in-various-countries,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10339,charge,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,OL24357247W
10342,reverting-to-its-origin,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10340,outline-of-political-economy,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10343,chart-of-evolution-of-socialism,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10344,little-mister,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10345,talks-on-industrial-revolution,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10346,lewd-scenes-in-switzerland,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10347,chart-of-structure-of-socialism,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10349,lewd-scenes-in-a-hotel,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10348,in-the-old-house,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10350,cheung-cho-purchases-a-cow,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10351,the-worlds-leaders-of-people,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10352,talks-on-international-problems,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10354,child-of-the-brigade,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10356,kai-meng-youth,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10355,the-necessity-to-understand-the-reality-of-the-revolution,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10357,quatations-from-chairman-mao,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10358,chinese-people-unite,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10359,the-revolutionary-view-of-life,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10353,flag,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,OL24350626W
10361,quotations-from-chairman-mao-tse-tung,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10360,workmens-paradise,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10362,chinese-workers-pictorial,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10364,talks-on-russian-literature,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10363,knowledge-of-the-revolution-for-the-masses,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10367,how-to-know-yourself-and-society,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10366,chuan-min-fao-peoples-newspaper,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10369,every-red-flower-is-facing-the-sun,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10368,young-life-of-mao-tze-tung,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10370,chun-chau-fortnightly,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10371,bewithching-widow,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10372,talks-on-youth-cultivation,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10374,chung-hwa-youths,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10373,chenderamata-perayaan-bersama-hari-buroh-kesatuan-kesatuan-sekerja-1967,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10376,march-8-international-womens-day-souvenir-1967,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10375,youths-study-problems,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10377,collected-essays-on-new-music,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10378,youth-and-labour,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10379,karl-marx-the-ideologist-and-revolutionist,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10381,collection-of-family-letters-of-lenin,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10382,teachers-of-peiping,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10380,chen-hsien-pao,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10384,collection-of-theses-to-commemorate-32nd-anniversary-of-october-revolution,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10385,liberation-songs,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10386,textbook-of-chinese-history-of-last-hundred-years,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10387,biography-of-su-nu-of-tang,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10383,tong-po-kong-special-edition,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10388,concise-history-of-western-philosophy,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10390,kuo-koon-tai,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10389,enchanting-lady,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10391,course-of-russian,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10392,ten-lectures-on-the-latest-100-years-of-the-history-of-china,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10393,textbook-on-sociology,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10394,passion-of-fire-unknown-vol-1,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10395,czechoslovakia,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10396,beancurd-beauty,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10398,the-bewitching-woman-and-the-infatuated-man,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10399,days-and-nights,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10397,letter-to-the-beginner-who-wishes-to-write,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10400,infatuated-lovers,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10402,passion-of-fire-vol-ii,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10403,defend-world-peace,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10401,hul-chul,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10404,a-modern-history-of-china,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10405,those-who-built-stalingrad,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10406,the-adventure-tsang-hai-ke-of-a-prince,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10407,developed-maiden-land,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10408,picture-books-yang-kuei-hsiang,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10409,mao-tze-tungs-selections-part-i-ii-iii-iv,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10410,the-globe-troting-of-a-libertine,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10413,tighten-sino-russian-frendship,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10412,chinas-october,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10414,a-girl-mason,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10411,development-of-socialistic-ideology,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10415,dialectic-materialism,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10416,picture-books-3-getting-into-a-sedan-chair,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10417,map-communist-china,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10418,a-girl-rubber-tapper,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10419,discourse-on-economics,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10420,selected-songs-for-the-masses,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10421,tilling-the-wilds,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10422,a-girl-in-bangkok,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10423,discourse-on-international-problems,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10424,picture-books-new-liberated-areas,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10425,new-attitude-of-life,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10427,discourse-on-world-political-geography,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10428,picture-books-heroic-father,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10430,cherita-terpileh-mengenai-pahlawan-pahlawan-revolusi,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10429,koumodi-vol-ii-issue-no-42-vol-iii-issue-no-1,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10431,discourses-on-basis-of-social-sciences,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10432,lin-che-hsu,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10433,times-forward,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10436,picture-books-the-marriage-of-yang-hsiao-lin,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10434,gema-kemarahan-revolusi,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10437,new-china-the-south-seas-chinese,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10435,discourses-on-economics,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10438,selected-stories-of-revolutionary-heroes,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10439,discourses-on-soviet-literature,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10440,picture-books-the-last-drop-of-blood,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10442,the-agry-roar-of-the-revolution,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10441,times-of-rising,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10443,documents-for-study-by-peoples-p-c-c,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10444,october-revolution-and-china,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10447,education-and-life-of-children-in-soviet-russia,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10445,new-chinas-october,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10448,picture-books-an-account-of-the-redress-of-grievances-of-a-blind-monthly-paid-worker,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10446,berita-buroh,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10450,suara,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10451,education-workers-manual,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10454,belia-baru,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10453,new-philosophy-of-life,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10455,emancipation-series,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10456,picture-books-blood-and-tear-feud,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10458,pangkalan-dan-perananja-militer-asing,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10457,to-hang-chi,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10449,times,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,OL264688W
10459,engels-on-capitalism,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10462,bahan-bahan-hsueh-hsih,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10460,picture-books-chao-i-man,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10461,new-theory-on-peoples-literature,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10463,establishment-and-strengthening-of-youth-during-anti-blockade-campaign,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10464,new-songs,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10466,selected-military-writings-of-mao-tse-tung-tulisan-tulisan-askar-terpilih-mao-tse-tung,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10467,exposition-of-new-international-situation,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10468,picture-books-white-haired-woman,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10469,trade-unions-in-soviet-union,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10472,picture-books-the-happiness-of-resurgence,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10470,record-of-exchange-of-wives,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10471,factory-with-three-medals,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10465,thondu,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10476,picture-books-liu-chi-tan-peoples-hero,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10475,family-of-landlords,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10477,on-partys-internal-struggle,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10479,feudalism,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10473,on-liberation-of-women,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10481,mengeritik-dan-menyangkal-jalan-yang-salah-bagi-revisionism-keluaran-khas-bertarikh-oktober-1967,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10484,oppose-old-ideas-in-the-party,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10480,travels-in-liberated-area,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10483,a-study-of-the-history-the-development-of-society,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10487,picture-books-ballards-of-the-year-of-resurgence,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10489,suara-pembebasan,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10486,flying-sparks-of-war,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10485,bendera-keluaran-no-2,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10482,first-flight,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10490,fook-kwei,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10494,forward-progressive-road,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10491,picture-books-the-gallant-hero,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10493,tambahan-khas-merayakan-ulang-tahun-ketujuh-sarawak-united-peoples-party-bahagian-miri-bagi-see-hua-daily-news-bertarikh-10hb-november-1967,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10496,tuanty-five-thousand-long-march,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10495,how-to-organise-a-study-sub-commuttee,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10497,frederick-engels-biography,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10492,overseas,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10501,freedom-news,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10499,philosophy-for-the-general-masses,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10500,lustful-maids,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10502,selections-of-literary-report,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10498,glory-to-the-peoples-republic-of-china,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10503,mimbar-indonesia,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10506,pictorial-autography-of-gorky,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10504,kekallah-kemenangan-peperangan-rakyat,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10508,front-line-correspondence,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10507,bachaan-bahasa-china-darjah-tinggi-buku-pertama,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10509,handbook-on-sino-soviet-friendship,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10510,problems-of-unified-fighting-line,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10512,fundamental-problem-of-marxism,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10511,the-lewd-story-of-a-rich-widow,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10513,a-house-under-the-sunlight,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10514,arasiyal-nilai,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10518,progressive-youth,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10515,surat-kepada-ahli-ahli-parti-oleh-jawatan-kuasa-perhubungan-parti-buroh-pahang,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10517,a-study-of-sino-soviet-pact,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10516,gallant-army-of-liberation,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10519,kita-mesti-menang-penjajahan-british-di-hong-kong-akan-ditewaskan,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10521,introducing-soviet-russia,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10520,general-criticism-of-chinese-traditional-thought,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10522,protest-against-liberalism,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10523,purnells-new-english-encyclopedia-vol-9-no-8,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10524,general-history-of-chinese-thought,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10525,the-peoples-republic-of-china,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10527,world-religions-a-dialogue,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10529,rather-die-than-submit,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10526,chinese-almanac,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10528,geographical-environment-socialistic-development,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10530,confidential-volume-16-no-6-june-1968,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10531,get-rid-of-rich-families,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10532,handbook-on-sino-soviet-alliance,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10534,cahaya-menyinar-rongga-hati,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10533,recollection-of-my-visit-to-america,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10536,women-and-children-hygiene,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10535,gorky-and-his-short-stories,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10537,research-on-investigation,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10538,bachaan-rakyat-untok-darjah-tinggi-buku-pertama,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10539,grand-ceremony-of-founding-of-the-country,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10540,on-soviet-democracy,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10543,great-edison,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10541,russian-reader,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10544,everlasting-friendship,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10545,ariyamai,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10546,new-tide-men-and-women,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10547,guide-to-trades-industrialists-of-new-china,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10548,stalin,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10542,wine-women-and-money,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10549,see-the-cultural-contruction-of-liberation-area-from-a-village,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10550,happy-reunion-of-lau-hau,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10551,handbook-on-teaching-of-chinese-history,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10553,kumpulan-karangan-karangan-mengenai-revolusi,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10552,selected-notes-on-visit-to-europe,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10554,heroines-of-soviet-russia,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
10556,self-pride-of-the-russians,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
